#"BArt";"dGz100";"Alter";"N";"Hm";"Ho";"G";"Dg";"Form";"VDerb";"VDerbAus";"lGzDerb";"VVorNutz";"GWLDerb";"dGzDerb";"Bemerkungen"
8;4.00;75.00;823.00;17.40;18.90;22.50;18.70;49.00;190.00;12.00;5.60;72.00;262.00;3.50;
8;4.00;80.00;715.00;18.10;19.50;22.90;20.20;50.00;205.00;13.00;5.60;85.00;290.00;3.60;
8;4.00;85.00;628.00;18.90;20.20;23.20;21.70;50.00;219.00;14.00;5.50;99.00;318.00;3.70;
8;4.00;90.00;556.00;19.50;20.70;23.50;23.20;51.00;233.00;14.00;5.50;113.00;346.00;3.80;
8;4.00;95.00;496.00;20.20;21.30;23.70;24.70;51.00;245.00;15.00;5.50;128.00;373.00;3.90;
8;4.00;100.00;445.00;20.80;21.90;23.90;26.10;52.00;256.00;16.00;5.40;144.00;400.00;4.00;
8;4.00;105.00;401.00;21.40;22.40;24.00;27.60;52.00;267.00;16.00;5.30;160.00;427.00;4.10;
8;4.00;110.00;363.00;21.90;22.80;24.10;29.10;53.00;277.00;16.00;5.20;176.00;453.00;4.10;
8;4.00;115.00;330.00;22.40;23.30;24.20;30.60;53.00;286.00;16.00;5.10;192.00;478.00;4.20;
8;4.00;120.00;301.00;22.90;23.70;24.30;32.00;53.00;295.00;16.00;5.00;208.00;503.00;4.20;
8;4.00;125.00;276.00;23.30;24.00;24.30;33.50;54.00;304.00;16.00;4.90;224.00;528.00;4.20;
8;4.00;130.00;253.00;23.80;24.50;24.40;35.00;54.00;311.00;16.00;4.70;240.00;551.00;4.20;
8;4.00;135.00;233.00;24.20;24.80;24.40;36.50;54.00;318.00;16.00;4.60;256.00;574.00;4.30;
8;4.00;140.00;215.00;24.50;25.10;24.40;38.00;54.00;324.00;16.00;4.40;272.00;596.00;4.30;
8;4.00;145.00;199.00;24.90;25.50;24.40;39.60;54.00;330.00;15.00;4.20;287.00;617.00;4.30;
8;4.00;150.00;184.00;25.20;25.70;24.50;41.10;54.00;336.00;15.00;4.10;302.00;638.00;4.30;
8;4.00;155.00;171.00;25.50;26.00;24.50;42.70;55.00;340.00;15.00;3.90;317.00;657.00;4.20;
8;4.00;160.00;159.00;25.80;26.30;24.50;44.20;55.00;346.00;14.00;3.80;331.00;677.00;4.20;
8;4.00;165.00;149.00;26.10;26.60;24.60;45.80;55.00;350.00;14.00;3.70;345.00;695.00;4.20;
8;4.00;170.00;139.00;26.40;26.80;24.60;47.40;55.00;354.00;14.00;3.60;359.00;713.00;4.20;
8;4.00;175.00;131.00;26.60;27.00;24.60;49.00;55.00;358.00;13.00;3.50;372.00;730.00;4.20;
8;4.00;180.00;123.00;26.90;27.30;24.70;50.60;55.00;362.00;13.00;3.40;385.00;747.00;4.20;
8;4.00;185.00;116.00;27.10;27.50;24.80;52.20;55.00;366.00;13.00;3.30;398.00;764.00;4.10;
8;4.00;190.00;109.00;27.30;27.70;24.80;53.80;55.00;370.00;12.00;3.20;410.00;780.00;4.10;
8;4.00;195.00;103.00;27.50;27.90;24.90;55.30;54.00;373.00;12.00;3.00;422.00;795.00;4.10;
8;4.00;200.00;98.00;27.70;28.00;24.90;56.90;54.00;376.00;11.00;2.80;433.00;809.00;4.00;
8;5.00;30.00;4915.00;8.90;10.30;17.20;6.70;32.00;48.00;-1.00;-1.00;-1.00;48.00;1.60;
8;5.00;35.00;3237.00;10.60;12.20;18.20;8.50;38.00;74.00;5.00;6.20;5.00;79.00;2.30;
8;5.00;40.00;2336.00;12.00;13.70;19.10;10.20;43.00;99.00;7.00;6.30;12.00;111.00;2.80;
8;5.00;45.00;1787.00;13.40;15.10;19.90;11.90;46.00;122.00;9.00;6.40;21.00;143.00;3.20;
8;5.00;50.00;1421.00;14.60;16.30;20.70;13.60;48.00;144.00;11.00;6.50;32.00;176.00;3.50;
8;5.00;55.00;1162.00;15.70;17.30;21.40;15.30;49.00;164.00;12.00;6.50;44.00;208.00;3.80;
8;5.00;60.00;971.00;16.70;18.20;22.00;17.00;50.00;183.00;14.00;6.60;58.00;241.00;4.00;
8;5.00;65.00;824.00;17.70;19.10;22.50;18.60;50.00;201.00;15.00;6.60;73.00;274.00;4.20;
8;5.00;70.00;708.00;18.60;19.90;22.90;20.30;51.00;218.00;16.00;6.60;89.00;307.00;4.40;
8;5.00;75.00;615.00;19.40;20.60;23.30;22.00;52.00;234.00;17.00;6.60;106.00;340.00;4.50;
8;5.00;80.00;538.00;20.20;21.30;23.60;23.60;52.00;248.00;18.00;6.50;124.00;372.00;4.70;
8;5.00;85.00;475.00;20.90;21.90;23.90;25.30;52.00;262.00;19.00;6.50;143.00;405.00;4.80;
8;5.00;90.00;421.00;21.60;22.60;24.10;27.00;53.00;275.00;19.00;6.40;162.00;437.00;4.90;
8;5.00;95.00;376.00;22.20;23.10;24.30;28.70;53.00;287.00;20.00;6.40;182.00;469.00;4.90;
8;5.00;100.00;337.00;22.80;23.60;24.40;30.40;54.00;298.00;20.00;6.30;202.00;500.00;5.00;
8;5.00;105.00;304.00;23.40;24.10;24.60;32.10;54.00;309.00;20.00;6.20;222.00;531.00;5.10;
8;5.00;110.00;275.00;23.90;24.60;24.70;33.80;54.00;319.00;20.00;6.00;242.00;561.00;5.10;
8;5.00;115.00;250.00;24.40;25.00;24.70;35.50;55.00;329.00;20.00;5.90;262.00;591.00;5.10;
8;5.00;120.00;228.00;24.90;25.50;24.80;37.20;55.00;337.00;20.00;5.70;282.00;619.00;5.20;
8;5.00;125.00;209.00;25.40;25.90;24.80;38.90;55.00;345.00;20.00;5.60;302.00;647.00;5.20;
8;5.00;130.00;192.00;25.80;26.30;24.90;40.60;55.00;353.00;19.00;5.40;321.00;674.00;5.20;
8;5.00;135.00;177.00;26.20;26.70;24.90;42.30;55.00;360.00;19.00;5.20;340.00;700.00;5.20;
8;5.00;140.00;164.00;26.60;27.00;24.90;44.00;56.00;368.00;18.00;5.00;358.00;726.00;5.20;
8;5.00;145.00;153.00;26.90;27.30;25.00;45.60;56.00;374.00;18.00;4.90;376.00;750.00;5.20;
8;5.00;150.00;143.00;27.20;27.60;25.00;47.30;56.00;380.00;17.00;4.70;393.00;773.00;5.20;
8;5.00;155.00;133.00;27.60;27.90;25.10;48.90;56.00;387.00;16.00;4.50;409.00;796.00;5.10;
8;5.00;160.00;125.00;27.80;28.10;25.10;50.50;56.00;393.00;16.00;4.40;425.00;818.00;5.10;
8;5.00;165.00;118.00;28.10;28.40;25.20;52.10;56.00;399.00;15.00;4.20;440.00;839.00;5.10;
8;5.00;170.00;112.00;28.40;28.70;25.30;53.70;56.00;404.00;15.00;4.10;455.00;859.00;5.10;
8;5.00;175.00;106.00;28.70;29.00;25.30;55.20;56.00;409.00;15.00;4.00;470.00;879.00;5.00;
8;5.00;180.00;101.00;28.90;29.20;25.40;56.80;56.00;413.00;15.00;3.90;485.00;898.00;5.00;
8;5.00;185.00;96.00;29.10;29.40;25.50;58.30;56.00;418.00;14.00;3.70;499.00;917.00;5.00;
8;5.00;190.00;91.00;29.40;29.60;25.60;59.80;56.00;422.00;14.00;3.60;513.00;935.00;4.90;
8;5.00;195.00;87.00;29.60;29.80;25.70;61.20;56.00;425.00;14.00;3.50;527.00;952.00;4.90;
8;5.00;200.00;83.00;29.80;30.00;25.70;62.70;56.00;428.00;13.00;3.20;540.00;968.00;4.80;
8;6.00;25.00;6168.00;9.30;10.70;16.80;5.90;22.00;35.00;-1.00;-1.00;-1.00;35.00;1.40;
8;6.00;30.00;3732.00;11.20;12.90;18.00;7.80;31.00;63.00;8.00;7.30;8.00;71.00;2.40;
8;6.00;35.00;2570.00;12.80;14.50;19.10;9.70;38.00;93.00;8.00;7.50;16.00;109.00;3.10;
8;6.00;40.00;1909.00;14.30;16.00;20.10;11.60;42.00;121.00;11.00;7.70;27.00;148.00;3.70;
8;6.00;45.00;1490.00;15.60;17.20;20.90;13.40;44.00;146.00;14.00;7.80;41.00;187.00;4.10;
8;6.00;50.00;1202.00;16.90;18.40;21.70;15.10;46.00;169.00;16.00;7.90;57.00;226.00;4.50;
8;6.00;55.00;995.00;18.00;19.40;22.30;16.90;47.00;191.00;17.00;7.90;74.00;265.00;4.80;
8;6.00;60.00;838.00;19.00;20.30;22.90;18.60;48.00;211.00;19.00;7.80;93.00;304.00;5.10;
8;6.00;65.00;716.00;20.00;21.10;23.40;20.40;49.00;230.00;20.00;7.80;113.00;343.00;5.30;
8;6.00;70.00;619.00;20.80;21.90;23.80;22.10;50.00;248.00;21.00;7.70;134.00;382.00;5.50;
8;6.00;75.00;540.00;21.70;22.60;24.10;23.90;50.00;264.00;22.00;7.60;156.00;420.00;5.60;
8;6.00;80.00;474.00;22.40;23.30;24.40;25.60;51.00;278.00;23.00;7.50;179.00;457.00;5.70;
8;6.00;85.00;420.00;23.20;24.00;24.60;27.60;51.00;292.00;23.00;7.30;202.00;494.00;5.80;
8;6.00;90.00;374.00;23.80;24.50;24.80;29.10;51.00;304.00;24.00;7.20;226.00;530.00;5.90;
8;6.00;95.00;334.00;24.50;25.10;25.00;30.90;52.00;315.00;24.00;7.10;250.00;565.00;5.90;
8;6.00;100.00;300.00;25.10;25.70;25.10;32.60;52.00;326.00;24.00;7.00;274.00;600.00;6.00;
8;6.00;105.00;271.00;25.70;26.20;25.20;34.40;52.00;336.00;24.00;6.80;298.00;634.00;6.00;
8;6.00;110.00;246.00;26.20;26.70;25.30;36.20;52.00;346.00;24.00;6.70;322.00;668.00;6.10;
8;6.00;115.00;224.00;26.70;27.10;25.40;38.00;52.00;355.00;24.00;6.60;346.00;701.00;6.10;
8;6.00;120.00;205.00;27.20;27.60;25.40;39.80;53.00;363.00;24.00;6.50;370.00;733.00;6.10;
8;6.00;125.00;188.00;27.60;27.90;25.50;41.50;53.00;372.00;23.00;6.30;393.00;765.00;6.10;
8;6.00;130.00;173.00;28.10;28.40;25.50;43.30;53.00;380.00;23.00;6.20;416.00;796.00;6.10;
8;6.00;135.00;160.00;28.40;28.70;25.60;45.10;53.00;388.00;22.00;6.10;438.00;826.00;6.10;
8;6.00;140.00;148.00;28.80;29.10;25.60;46.90;54.00;396.00;22.00;5.90;460.00;856.00;6.10;
8;6.00;145.00;138.00;29.20;29.40;25.70;48.70;54.00;403.00;21.00;5.80;481.00;884.00;6.10;
8;6.00;150.00;129.00;29.50;29.70;25.80;50.40;54.00;411.00;21.00;5.60;502.00;913.00;6.10;
8;6.00;155.00;121.00;29.80;30.00;25.80;52.20;54.00;418.00;20.00;5.50;522.00;940.00;6.10;
8;6.00;160.00;114.00;30.10;30.30;25.90;53.90;54.00;425.00;20.00;5.30;542.00;967.00;6.00;
8;6.00;165.00;107.00;30.40;30.60;26.00;55.60;55.00;432.00;19.00;5.20;561.00;993.00;6.00;
8;6.00;170.00;101.00;30.70;30.90;26.10;57.30;55.00;439.00;18.00;5.00;579.00;1018.00;6.00;
8;6.00;175.00;96.00;30.90;31.10;26.20;59.00;55.00;445.00;18.00;4.90;597.00;1042.00;6.00;
8;6.00;180.00;91.00;31.20;31.40;26.30;60.60;55.00;451.00;17.00;4.70;614.00;1065.00;5.90;
8;6.00;185.00;87.00;31.40;31.50;26.40;62.30;55.00;457.00;17.00;4.50;631.00;1088.00;5.90;
8;6.00;190.00;83.00;31.60;31.70;26.50;63.90;55.00;461.00;17.00;4.30;648.00;1109.00;5.80;
8;6.00;195.00;79.00;31.80;31.90;26.60;65.50;55.00;466.00;16.00;4.10;664.00;1130.00;5.80;
8;6.00;200.00;75.00;32.00;32.10;26.70;67.20;55.00;469.00;16.00;3.80;680.00;1149.00;5.70;
8;7.00;25.00;4714.00;11.60;13.30;17.50;6.90;25.00;51.00;-1.00;-1.00;-1.00;51.00;2.00;
8;7.00;30.00;3010.00;13.50;15.20;18.80;8.90;34.00;86.00;8.00;8.50;8.00;94.00;3.10;
8;7.00;35.00;2140.00;15.10;16.70;20.00;10.90;39.00;118.00;12.00;8.90;20.00;138.00;3.90;
8;7.00;40.00;1623.00;16.60;18.10;21.00;12.80;43.00;148.00;16.00;9.10;36.00;184.00;4.60;
8;7.00;45.00;1285.00;17.90;19.30;21.90;14.70;45.00;175.00;19.00;9.20;55.00;230.00;5.10;
8;7.00;50.00;1049.00;19.20;20.40;22.60;16.60;46.00;200.00;21.00;9.30;76.00;276.00;5.50;
8;7.00;55.00;874.00;20.30;21.40;23.30;18.40;48.00;223.00;23.00;9.20;99.00;322.00;5.90;
8;7.00;60.00;741.00;21.30;22.30;23.80;20.20;48.00;245.00;24.00;9.10;123.00;368.00;6.10;
8;7.00;65.00;637.00;22.30;23.20;24.30;22.00;49.00;265.00;25.00;9.00;148.00;413.00;6.30;
8;7.00;70.00;552.00;23.10;23.90;24.60;23.80;50.00;283.00;26.00;8.80;174.00;457.00;6.50;
8;7.00;75.00;484.00;24.00;24.70;24.90;25.60;50.00;299.00;27.00;8.60;201.00;500.00;6.70;
8;7.00;80.00;426.00;24.70;25.30;25.20;27.40;50.00;314.00;27.00;8.40;228.00;542.00;6.80;
8;7.00;85.00;378.00;25.50;26.00;25.40;29.20;51.00;327.00;28.00;8.20;256.00;583.00;6.90;
8;7.00;90.00;337.00;26.10;26.60;25.50;31.00;51.00;339.00;28.00;8.00;284.00;623.00;6.90;
8;7.00;95.00;303.00;26.80;27.20;25.70;32.90;51.00;350.00;28.00;7.80;312.00;662.00;7.00;
8;7.00;100.00;273.00;27.40;27.80;25.80;34.70;51.00;360.00;28.00;7.70;340.00;700.00;7.00;
8;7.00;105.00;247.00;28.00;28.30;25.90;36.50;51.00;370.00;28.00;7.50;368.00;738.00;7.00;
8;7.00;110.00;224.00;28.50;28.80;26.00;38.40;51.00;379.00;28.00;7.40;396.00;775.00;7.00;
8;7.00;115.00;205.00;29.00;29.30;26.00;40.20;52.00;388.00;27.00;7.30;423.00;811.00;7.10;
8;7.00;120.00;187.00;29.50;29.70;26.10;42.10;52.00;397.00;27.00;7.20;450.00;847.00;7.10;
8;7.00;125.00;172.00;29.90;30.10;26.10;44.00;52.00;405.00;27.00;7.10;477.00;882.00;7.10;
8;7.00;130.00;159.00;30.40;30.60;26.20;45.90;52.00;413.00;27.00;7.00;504.00;917.00;7.10;
8;7.00;135.00;147.00;30.70;30.90;26.30;47.70;52.00;422.00;26.00;6.90;530.00;952.00;7.00;
8;7.00;140.00;136.00;31.10;31.30;26.40;49.60;53.00;430.00;26.00;6.80;556.00;986.00;7.00;
8;7.00;145.00;127.00;31.50;31.60;26.40;51.50;53.00;438.00;25.00;6.70;581.00;1019.00;7.00;
8;7.00;150.00;119.00;31.80;31.90;26.50;53.30;53.00;446.00;25.00;6.60;606.00;1052.00;7.00;
8;7.00;155.00;111.00;32.10;32.20;26.60;55.20;53.00;455.00;24.00;6.50;630.00;1085.00;7.00;
8;7.00;160.00;105.00;32.40;32.50;26.70;57.00;54.00;464.00;23.00;6.40;653.00;1117.00;7.00;
8;7.00;165.00;99.00;32.70;32.80;26.90;58.90;54.00;472.00;23.00;6.20;676.00;1148.00;7.00;
8;7.00;170.00;93.00;33.00;33.10;27.00;60.70;54.00;480.00;22.00;6.00;698.00;1178.00;6.90;
8;7.00;175.00;88.00;33.20;33.30;27.10;62.50;54.00;487.00;21.00;5.80;719.00;1206.00;6.90;
8;7.00;180.00;84.00;33.50;33.60;27.20;64.30;54.00;495.00;20.00;5.50;739.00;1234.00;6.90;
8;7.00;185.00;80.00;33.70;33.80;27.40;66.10;54.00;501.00;20.00;5.30;759.00;1260.00;6.80;
8;7.00;190.00;76.00;33.90;33.90;27.50;67.90;54.00;507.00;19.00;5.00;778.00;1285.00;6.80;
8;7.00;195.00;72.00;34.10;34.10;27.60;69.70;54.00;512.00;19.00;4.70;797.00;1309.00;6.70;
8;7.00;200.00;69.00;34.30;34.30;27.70;71.50;54.00;515.00;19.00;4.40;816.00;1331.00;6.70;
8;8.00;25.00;3750.00;13.90;15.60;18.20;7.90;27.00;67.00;-1.00;-1.00;-1.00;67.00;2.70;
8;8.00;30.00;2497.00;15.80;17.40;19.70;10.00;35.00;108.00;8.00;9.70;8.00;116.00;3.90;
8;8.00;35.00;1821.00;17.40;18.90;20.90;12.10;40.00;143.00;16.00;10.20;24.00;167.00;4.80;
8;8.00;40.00;1405.00;18.90;20.20;22.00;14.10;43.00;176.00;20.00;10.50;44.00;220.00;5.50;
8;8.00;45.00;1126.00;20.20;21.30;22.90;16.10;45.00;205.00;24.00;10.70;68.00;273.00;6.10;
8;8.00;50.00;926.00;21.50;22.50;23.60;18.00;46.00;232.00;26.00;10.70;94.00;326.00;6.50;
8;8.00;55.00;778.00;22.60;23.40;24.20;19.90;47.00;257.00;28.00;10.60;122.00;379.00;6.90;
8;8.00;60.00;663.00;23.60;24.30;24.70;21.80;48.00;279.00;30.00;10.40;152.00;431.00;7.20;
8;8.00;65.00;572.00;24.60;25.20;25.20;23.70;49.00;299.00;31.00;10.20;183.00;482.00;7.40;
8;8.00;70.00;498.00;25.40;25.90;25.50;25.50;49.00;318.00;31.00;9.90;214.00;532.00;7.60;
8;8.00;75.00;437.00;26.30;26.70;25.80;27.40;50.00;334.00;32.00;9.60;246.00;580.00;7.70;
8;8.00;80.00;386.00;27.00;27.40;26.00;29.30;50.00;348.00;32.00;9.30;278.00;626.00;7.80;
8;8.00;85.00;344.00;27.80;28.10;26.10;31.10;50.00;361.00;32.00;9.10;310.00;671.00;7.90;
8;8.00;90.00;307.00;28.40;28.70;26.30;33.00;50.00;373.00;32.00;8.80;342.00;715.00;7.90;
8;8.00;95.00;276.00;29.10;29.40;26.40;34.90;50.00;384.00;32.00;8.60;374.00;758.00;8.00;
8;8.00;100.00;249.00;29.70;29.90;26.50;36.80;50.00;394.00;32.00;8.40;406.00;800.00;8.00;
8;8.00;105.00;226.00;30.30;30.50;26.50;38.70;51.00;404.00;31.00;8.20;437.00;841.00;8.00;
8;8.00;110.00;206.00;30.80;31.00;26.60;40.60;51.00;413.00;31.00;8.10;468.00;881.00;8.00;
8;8.00;115.00;188.00;31.30;31.40;26.70;42.50;51.00;422.00;31.00;7.90;499.00;921.00;8.00;
8;8.00;120.00;172.00;31.80;31.90;26.70;44.50;51.00;430.00;31.00;7.90;530.00;960.00;8.00;
8;8.00;125.00;159.00;32.20;32.30;26.80;46.40;51.00;438.00;31.00;7.80;561.00;999.00;8.00;
8;8.00;130.00;146.00;32.60;32.70;26.90;48.40;51.00;447.00;30.00;7.80;591.00;1038.00;8.00;
8;8.00;135.00;136.00;33.00;33.10;27.00;50.30;51.00;456.00;30.00;7.80;621.00;1077.00;8.00;
8;8.00;140.00;126.00;33.40;33.50;27.10;52.30;52.00;465.00;30.00;7.70;651.00;1116.00;8.00;
8;8.00;145.00;118.00;33.80;33.90;27.20;54.30;52.00;474.00;29.00;7.70;680.00;1154.00;8.00;
8;8.00;150.00;110.00;34.10;34.10;27.30;56.20;52.00;483.00;29.00;7.60;709.00;1192.00;7.90;
8;8.00;155.00;103.00;34.40;34.40;27.40;58.20;52.00;493.00;28.00;7.50;737.00;1230.00;7.90;
8;8.00;160.00;97.00;34.70;34.70;27.60;60.20;53.00;502.00;27.00;7.40;764.00;1266.00;7.90;
8;8.00;165.00;91.00;35.00;35.00;27.70;62.10;53.00;512.00;26.00;7.20;790.00;1302.00;7.90;
8;8.00;170.00;86.00;35.30;0.00;27.80;64.10;53.00;522.00;25.00;7.00;815.00;1337.00;7.90;
8;8.00;175.00;82.00;35.50;0.00;28.00;66.10;54.00;532.00;24.00;6.70;839.00;1371.00;7.80;
8;8.00;180.00;78.00;35.80;0.00;28.10;68.00;54.00;541.00;23.00;6.40;862.00;1403.00;7.80;
8;8.00;185.00;74.00;36.00;0.00;28.30;70.00;54.00;549.00;22.00;6.00;884.00;1433.00;7.70;
8;8.00;190.00;70.00;36.20;0.00;28.50;71.90;54.00;555.00;22.00;5.70;906.00;1461.00;7.70;
8;8.00;195.00;67.00;36.40;0.00;28.60;73.90;54.00;560.00;22.00;5.30;928.00;1488.00;7.60;
8;8.00;200.00;64.00;36.60;0.00;28.80;75.80;53.00;563.00;22.00;5.00;950.00;1513.00;7.60;
8;9.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;30.00;1.50;
8;9.00;25.00;2883.00;14.10;15.80;19.50;9.30;25.00;68.00;5.00;8.60;5.00;73.00;2.90;
8;9.00;30.00;2130.00;17.90;19.30;21.70;11.40;34.00;132.00;12.00;15.20;17.00;149.00;5.00;
8;9.00;35.00;1549.00;19.10;20.40;22.10;13.50;43.00;183.00;14.00;13.00;31.00;214.00;6.10;
8;9.00;40.00;1189.00;20.90;21.90;22.60;15.60;46.00;215.00;26.00;11.60;57.00;272.00;6.80;
8;9.00;45.00;979.00;22.70;23.50;23.20;17.40;45.00;238.00;32.00;11.00;89.00;327.00;7.30;
8;9.00;50.00;803.00;24.00;24.70;23.90;19.50;46.00;264.00;30.00;11.20;119.00;383.00;7.70;
8;9.00;55.00;687.00;24.90;25.50;24.80;21.50;46.00;287.00;33.00;11.20;152.00;439.00;8.00;
8;9.00;60.00;610.00;25.80;26.30;25.70;23.20;47.00;311.00;32.00;11.20;184.00;495.00;8.30;
8;9.00;65.00;529.00;26.50;26.90;26.20;25.10;48.00;334.00;33.00;11.20;217.00;551.00;8.50;
8;9.00;70.00;459.00;27.40;27.80;26.60;27.10;48.00;353.00;35.00;10.80;252.00;605.00;8.60;
8;9.00;75.00;411.00;28.20;28.50;26.70;28.80;49.00;372.00;36.00;11.00;288.00;660.00;8.80;
8;9.00;80.00;361.00;28.90;29.20;27.00;30.90;50.00;391.00;34.00;10.60;322.00;713.00;8.90;
8;9.00;85.00;317.00;29.60;29.80;27.10;33.00;50.00;405.00;36.00;10.00;358.00;763.00;9.00;
8;9.00;90.00;279.00;30.00;30.20;27.20;35.20;51.00;414.00;36.00;9.00;394.00;808.00;9.00;
8;9.00;95.00;250.00;30.30;30.50;27.10;37.10;51.00;422.00;38.00;9.20;432.00;854.00;9.00;
8;9.00;100.00;229.00;30.70;30.90;27.10;38.80;52.00;431.00;37.00;9.20;469.00;900.00;9.00;
8;9.00;105.00;207.00;31.20;31.40;27.20;40.90;52.00;441.00;36.00;9.20;505.00;946.00;9.00;
8;9.00;110.00;185.00;31.90;32.00;27.20;43.20;52.00;448.00;36.00;8.60;541.00;989.00;9.00;
8;9.00;115.00;170.00;32.40;32.50;27.30;45.20;52.00;457.00;36.00;9.00;577.00;1034.00;9.00;
8;9.00;120.00;156.00;32.90;33.00;27.30;47.10;52.00;464.00;35.00;8.40;612.00;1076.00;9.00;
8;9.00;125.00;145.00;33.40;33.50;27.40;49.00;52.00;475.00;30.00;8.20;642.00;1117.00;8.90;
8;9.00;130.00;135.00;33.90;33.90;27.40;50.80;52.00;483.00;32.00;8.00;674.00;1157.00;8.90;
8;9.00;135.00;127.00;34.40;34.40;27.60;52.60;52.00;491.00;30.00;7.60;704.00;1195.00;8.90;
8;9.00;140.00;118.00;34.70;34.70;27.90;54.80;52.00;499.00;30.00;7.60;734.00;1233.00;8.80;
8;9.00;145.00;111.00;34.90;34.90;28.00;56.60;52.00;509.00;31.00;8.20;765.00;1274.00;8.80;
8;9.00;150.00;103.00;35.60;0.00;28.20;59.00;52.00;522.00;30.00;8.60;795.00;1317.00;8.80;
8;9.00;155.00;96.00;36.10;0.00;28.30;61.10;52.00;533.00;31.00;8.40;826.00;1359.00;8.80;
8;9.00;160.00;91.00;36.70;0.00;28.50;63.40;52.00;543.00;30.00;8.00;856.00;1399.00;8.70;
8;9.00;165.00;86.00;37.20;0.00;28.60;65.30;52.00;555.00;26.00;7.60;882.00;1437.00;8.70;
8;9.00;170.00;80.00;38.00;0.00;28.70;67.50;52.00;568.00;24.00;7.40;906.00;1474.00;8.70;
8;9.00;175.00;76.00;38.60;0.00;28.80;69.50;52.00;580.00;24.00;7.20;930.00;1510.00;8.60;
8;9.00;180.00;71.00;39.20;0.00;28.90;72.10;52.00;589.00;25.00;6.80;955.00;1544.00;8.60;
8;9.00;185.00;68.00;39.40;0.00;29.30;74.10;51.00;594.00;25.00;6.00;980.00;1574.00;8.50;
8;9.00;190.00;64.00;39.60;0.00;29.40;76.30;51.00;598.00;22.00;5.20;1002.00;1600.00;8.40;
8;9.00;195.00;62.00;39.80;0.00;29.50;78.00;51.00;602.00;23.00;5.40;1025.00;1627.00;8.30;
8;9.00;200.00;59.00;40.00;0.00;29.70;79.90;51.00;609.00;23.00;6.00;1048.00;1657.00;8.30;
9;5.00;10.00;-1.00;2.10;0.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;
9;5.00;20.00;-1.00;5.20;6.00;-1.00;4.10;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;
9;5.00;30.00;2694.00;8.90;9.90;13.00;7.80;28.00;33.00;-1.00;-1.00;-1.00;33.00;1.10;
9;5.00;40.00;1438.00;12.30;13.30;15.90;11.90;38.00;75.00;25.00;6.70;25.00;100.00;2.50;
9;5.00;50.00;927.00;15.00;16.00;18.30;15.90;43.00;118.00;29.00;7.20;54.00;172.00;3.40;
9;5.00;60.00;671.00;17.00;18.00;20.40;19.70;46.00;158.00;32.00;7.30;86.00;244.00;4.10;
9;5.00;70.00;523.00;18.70;19.70;22.30;23.30;47.00;196.00;34.00;7.10;120.00;316.00;4.50;
9;5.00;80.00;429.00;20.20;21.20;24.10;26.70;47.00;228.00;35.00;6.70;155.00;383.00;4.80;
9;5.00;90.00;363.00;21.40;22.40;25.90;30.10;47.00;256.00;34.00;6.20;189.00;445.00;4.90;
9;5.00;100.00;313.00;21.70;22.70;27.40;33.40;47.00;280.00;31.00;5.50;220.00;500.00;5.00;
9;6.00;10.00;-1.00;3.00;0.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;
9;6.00;20.00;-1.00;7.50;8.50;-1.00;5.90;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;
9;6.00;30.00;1627.00;11.70;12.70;13.80;10.40;37.00;60.00;-1.00;-1.00;-1.00;60.00;2.00;
9;6.00;40.00;936.00;15.40;16.40;16.60;15.00;44.00;112.00;29.00;8.10;29.00;141.00;3.50;
9;6.00;50.00;638.00;18.20;19.20;19.10;19.50;46.00;160.00;36.00;8.40;65.00;225.00;4.50;
9;6.00;60.00;477.00;20.50;21.50;21.30;23.80;47.00;204.00;39.00;8.30;104.00;308.00;5.10;
9;6.00;70.00;377.00;22.30;23.30;23.30;28.00;47.00;244.00;41.00;8.10;145.00;389.00;5.60;
9;6.00;80.00;309.00;23.90;24.80;25.10;32.20;46.00;279.00;41.00;7.60;186.00;465.00;5.80;
9;6.00;90.00;261.00;25.20;26.10;26.90;36.20;46.00;311.00;39.00;7.10;225.00;536.00;6.00;
9;6.00;100.00;229.00;25.80;26.70;28.70;40.00;46.00;340.00;35.00;6.40;260.00;600.00;6.00;
9;7.00;10.00;-1.00;3.70;0.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;
9;7.00;20.00;2522.00;9.20;10.20;10.20;7.20;15.00;14.00;-1.00;-1.00;-1.00;14.00;0.70;
9;7.00;30.00;1227.00;13.90;14.90;14.40;12.20;42.00;84.00;20.00;9.00;20.00;104.00;3.50;
9;7.00;40.00;740.00;17.70;18.70;17.30;17.30;46.00;141.00;34.00;9.10;54.00;195.00;4.90;
9;7.00;50.00;511.00;20.70;21.70;19.80;22.20;47.00;191.00;41.00;9.10;95.00;286.00;5.70;
9;7.00;60.00;385.00;23.10;24.10;22.00;27.00;47.00;238.00;44.00;9.00;139.00;377.00;6.30;
